# age, mass, xsound, sleep, brand
4.70,2.67,0.32,10.55,0.00
5.48,3.00,0.12,11.56,0.00
3.92,2.30,0.43,9.54,0.00
5.61,3.20,0.34,11.77,0.00
3.74,2.12,0.32,9.27,0.00
5.38,3.34,0.79,11.54,1.00
4.31,2.65,0.65,10.10,0.00
3.98,2.33,0.43,9.62,0.00
5.25,3.29,0.82,11.38,0.00
6.06,3.51,0.42,12.38,1.00
4.83,2.76,0.34,10.73,0.00
4.27,2.52,0.48,10.01,0.00
3.54,2.29,0.78,9.09,0.00
2.27,1.47,0.63,7.38,0.00
4.26,2.54,0.51,10.01,0.00
5.45,3.29,0.64,11.61,0.00
5.25,3.08,0.48,11.32,1.00
5.96,3.61,0.69,12.30,1.00
3.52,2.16,0.58,9.04,0.00
4.12,2.32,0.28,9.78,0.00
3.17,1.83,0.36,8.53,0.00
5.41,3.16,0.46,11.52,1.00
6.33,3.77,0.60,12.77,1.00
4.22,2.46,0.43,9.93,0.00
6.16,3.56,0.41,12.51,1.00
5.58,3.42,0.73,11.80,1.00
4.13,2.59,0.73,9.87,0.00
3.21,2.15,0.87,8.67,0.00
4.19,2.77,0.97,9.99,0.00
3.66,2.35,0.76,9.26,0.00
3.35,2.15,0.73,8.84,0.00
3.57,2.26,0.70,9.12,0.00
3.68,2.21,0.52,9.24,0.00
3.48,2.15,0.61,8.99,0.00
4.14,2.32,0.26,9.80,0.00
4.12,2.60,0.74,9.86,0.00
5.85,3.55,0.70,12.15,1.00
4.81,2.82,0.46,10.73,0.00
4.79,2.84,0.51,10.71,1.00
5.70,3.53,0.81,11.97,0.00
4.89,3.02,0.73,10.88,0.00
8.08,4.60,0.32,15.05,1.00
4.65,2.88,0.73,10.55,0.00
5.02,3.17,0.84,11.08,1.00
5.27,3.30,0.82,11.40,1.00
4.88,3.10,0.87,10.89,0.00
3.77,2.32,0.62,9.37,0.00
5.38,3.33,0.78,11.54,1.00
3.24,1.91,0.43,8.64,0.00
4.43,2.84,0.86,10.29,0.00
4.93,3.07,0.76,10.94,0.00
4.65,2.82,0.61,10.55,0.00
4.80,2.73,0.32,10.69,0.00
4.24,2.41,0.31,9.94,0.00
4.35,2.57,0.48,10.12,0.00
2.59,1.71,0.71,7.82,0.00
5.43,3.33,0.72,11.59,0.00
5.52,3.39,0.75,11.72,1.00
3.85,2.41,0.70,9.49,0.00
5.63,3.28,0.45,11.81,1.00
5.84,3.56,0.72,12.14,1.00
3.69,2.35,0.75,9.28,0.00
4.54,2.73,0.57,10.39,0.00
4.59,2.81,0.65,10.47,0.00
4.68,2.69,0.37,10.54,0.00
4.08,2.53,0.67,9.79,0.00
5.32,3.32,0.81,11.47,1.00
4.73,2.91,0.69,10.67,0.00
5.77,3.61,0.86,12.08,0.00
4.67,2.84,0.63,10.57,0.00
5.97,3.46,0.43,12.26,1.00
3.65,2.29,0.67,9.22,0.00
5.21,3.00,0.39,11.24,0.00
5.70,3.32,0.44,11.91,1.00
5.15,3.22,0.81,11.24,1.00
4.61,2.96,0.89,10.53,1.00
4.23,2.68,0.78,10.01,0.00
5.04,3.14,0.77,11.09,0.00
5.69,3.34,0.49,11.90,0.00
4.79,3.04,0.86,10.77,1.00
5.13,3.14,0.69,11.19,0.00
4.13,2.49,0.56,9.85,0.00
3.81,2.36,0.64,9.43,0.00
6.47,3.73,0.39,12.93,1.00
5.56,3.03,0.09,11.66,0.00
4.14,2.52,0.59,9.86,0.00
5.05,3.28,1.01,11.14,0.00
6.24,3.73,0.62,12.65,1.00
3.72,2.12,0.32,9.26,0.00
3.71,2.37,0.75,9.32,0.00
4.81,2.84,0.51,10.73,1.00
6.32,3.64,0.40,12.72,1.00
4.52,2.67,0.49,10.34,0.00
5.21,3.24,0.79,11.32,1.00
3.11,1.97,0.65,8.50,0.00
4.07,2.43,0.51,9.76,0.00
4.54,2.79,0.66,10.40,0.00
4.64,2.76,0.52,10.52,1.00
6.12,3.56,0.46,12.46,0.00
6.66,3.94,0.57,13.20,1.00
5.81,3.53,0.71,12.10,1.00
3.98,2.35,0.47,9.63,0.00
4.04,2.30,0.32,9.67,0.00
5.71,3.33,0.45,11.92,1.00
4.20,2.48,0.47,9.91,0.00
3.18,2.00,0.63,8.59,0.00
5.05,2.92,0.40,11.04,0.00
6.26,3.61,0.41,12.64,1.00
7.00,4.00,0.35,13.62,1.00
2.58,1.72,0.74,7.81,0.00
4.99,2.74,0.15,10.91,0.00
6.18,3.57,0.41,12.53,1.00
5.58,3.40,0.71,11.79,0.00
4.05,2.37,0.44,9.71,0.00
3.33,2.12,0.70,8.80,0.00
5.00,2.91,0.43,10.98,0.00
3.71,2.19,0.46,9.27,0.00
4.17,2.41,0.38,9.86,0.00
2.83,1.83,0.69,8.14,0.00
5.13,3.02,0.48,11.16,1.00
3.17,1.91,0.51,8.55,0.00
5.31,3.11,0.47,11.39,1.00
5.80,3.53,0.70,12.08,1.00
5.23,3.06,0.47,11.28,1.00
4.90,3.08,0.81,10.91,0.00
5.40,3.10,0.37,11.50,0.00
6.21,3.58,0.40,12.58,1.00
5.63,3.28,0.45,11.81,1.00
3.98,2.38,0.52,9.64,0.00
3.62,2.38,0.86,9.22,0.00
3.33,2.00,0.49,8.76,0.00
4.16,2.47,0.50,9.87,0.00
2.94,1.81,0.55,8.26,0.00
3.32,2.15,0.76,8.80,0.00
4.91,2.87,0.45,10.86,0.00
5.89,3.56,0.67,12.21,1.00
3.66,2.14,0.43,9.19,0.00
6.29,3.79,0.67,12.74,1.00
5.43,3.40,0.84,11.62,0.00
3.32,2.15,0.76,8.80,0.00
3.26,1.92,0.43,8.66,0.00
3.20,2.03,0.68,8.62,0.00
5.83,3.39,0.44,12.07,1.00
4.05,2.47,0.60,9.74,0.00
3.98,2.34,0.45,9.62,0.00
2.71,1.64,0.49,7.95,0.00
4.64,2.73,0.47,10.50,0.00
3.91,2.49,0.76,9.59,0.00
3.75,2.46,0.88,9.39,0.00
6.42,4.01,0.92,12.95,0.00
5.55,3.47,0.84,11.78,0.00
4.67,3.00,0.90,10.61,0.00
2.94,1.94,0.77,8.29,0.00
4.42,2.77,0.76,10.26,0.00
4.46,2.51,0.27,10.23,0.00
3.33,1.96,0.44,8.75,0.00
6.48,3.86,0.61,12.97,1.00
4.22,2.48,0.46,9.94,0.00
3.87,2.39,0.64,9.50,0.00
5.45,3.36,0.76,11.63,1.00
4.12,2.57,0.70,9.85,0.00
6.25,3.61,0.41,12.63,1.00
4.56,2.95,0.92,10.47,0.00
5.75,3.34,0.44,11.97,1.00
4.53,2.47,0.14,10.29,0.00
3.97,2.31,0.40,9.60,0.00
3.86,2.51,0.86,9.53,0.00
4.37,2.58,0.47,10.14,0.00
2.29,1.59,0.80,7.43,0.00
3.49,2.12,0.55,8.99,0.00
4.17,2.66,0.81,9.94,0.00
5.86,3.27,0.22,12.08,0.00
2.97,1.84,0.57,8.30,0.00
3.29,1.95,0.45,8.70,0.00
4.50,2.66,0.49,10.32,0.00
4.65,2.91,0.77,10.56,0.00
5.44,3.37,0.77,11.62,1.00
5.56,3.25,0.45,11.73,1.00
6.15,3.55,0.41,12.50,1.00
3.60,2.19,0.57,9.13,0.00
4.18,2.40,0.36,9.87,0.00
4.98,3.13,0.82,11.02,1.00
4.89,2.89,0.50,10.84,1.00
3.97,2.58,0.86,9.68,0.00
3.50,2.07,0.46,8.98,0.00
3.75,2.18,0.41,9.30,0.00
5.30,3.33,0.85,11.45,1.00
5.31,3.30,0.79,11.44,1.00
4.27,2.61,0.63,10.04,0.00
4.37,2.74,0.75,10.19,0.00
4.76,2.95,0.73,10.71,0.00
4.13,2.49,0.55,9.84,0.00
4.18,2.64,0.76,9.94,0.00
5.66,3.48,0.76,11.91,1.00
4.84,3.04,0.80,10.82,0.00
4.37,2.65,0.60,10.16,0.00
4.70,2.68,0.34,10.56,0.00
4.81,3.00,0.76,10.78,0.00
4.31,2.80,0.91,10.14,0.00
4.34,2.56,0.47,10.10,0.00
4.07,2.37,0.41,9.73,0.00
4.67,2.70,0.39,10.53,0.00
3.68,2.24,0.56,9.24,0.00
3.91,2.59,0.93,9.62,0.00
6.67,3.93,0.55,13.21,1.00
5.49,3.37,0.73,11.68,0.00
4.74,3.02,0.87,10.70,0.00
6.03,3.49,0.42,12.34,1.00
4.48,2.60,0.41,10.27,0.00
5.16,3.21,0.78,11.25,0.00
4.68,2.78,0.51,10.57,1.00
5.02,2.96,0.49,11.01,1.00
5.71,3.32,0.44,11.92,1.00
3.92,2.35,0.53,9.56,0.00
4.19,2.78,0.98,10.00,0.00
5.33,3.32,0.80,11.48,1.00
4.61,2.66,0.38,10.45,0.00
5.91,3.43,0.43,12.18,1.00
4.23,2.70,0.82,10.02,0.00
4.73,2.86,0.60,10.64,0.00
3.71,2.40,0.80,9.33,0.00
4.29,2.49,0.41,10.03,0.00
2.88,1.95,0.83,8.23,0.00
4.79,2.85,0.53,10.71,0.00
5.39,3.15,0.47,11.50,1.00
5.74,3.29,0.36,11.95,0.00
5.43,3.17,0.46,11.55,1.00
5.07,3.03,0.57,11.09,0.00
5.10,2.81,0.17,11.06,0.00
6.45,3.71,0.39,12.89,1.00
3.30,2.05,0.62,8.74,0.00
5.29,3.42,1.00,11.46,0.00
3.36,2.04,0.55,8.81,0.00
4.53,2.57,0.31,10.33,0.00
3.30,2.00,0.52,8.73,0.00
4.74,2.86,0.59,10.66,0.00
5.59,3.42,0.73,11.81,1.00
1.28,1.00,0.78,6.09,0.00
4.36,2.63,0.57,10.15,0.00
4.99,2.90,0.43,10.96,0.00
4.81,2.97,0.71,10.77,0.00
5.76,3.52,0.73,12.03,1.00
4.46,2.80,0.76,10.31,0.00
5.28,3.17,0.60,11.37,0.00
5.67,3.30,0.44,11.87,1.00
4.69,2.78,0.52,10.57,1.00
5.48,3.20,0.46,11.62,1.00
5.30,3.30,0.80,11.44,1.00
4.84,2.74,0.31,10.74,0.00
3.59,2.10,0.41,9.10,0.00
5.99,3.47,0.42,12.29,1.00
3.66,2.29,0.67,9.23,0.00
3.54,2.06,0.40,9.03,0.00
5.02,2.83,0.28,10.97,0.00
3.36,2.22,0.84,8.87,0.00
4.59,2.83,0.69,10.48,0.00
4.10,2.34,0.34,9.77,0.00
5.68,3.25,0.35,11.86,0.00
5.37,3.42,0.92,11.56,0.00
5.70,3.31,0.44,11.90,1.00
4.58,2.67,0.42,10.42,0.00
5.73,3.23,0.27,11.91,0.00
4.80,2.73,0.33,10.68,0.00
5.77,3.35,0.44,11.99,1.00
3.27,2.13,0.77,8.74,0.00
3.26,2.06,0.66,8.71,0.00
3.28,1.96,0.47,8.70,0.00
3.40,2.09,0.58,8.87,0.00
4.61,2.64,0.36,10.44,0.00
3.78,2.34,0.65,9.39,0.00
5.51,3.21,0.45,11.65,1.00
4.02,2.46,0.61,9.70,0.00
5.67,3.28,0.42,11.86,0.00
3.62,2.03,0.28,9.11,0.00
5.21,2.97,0.32,11.24,0.00
3.38,2.10,0.61,8.85,0.00
3.78,2.41,0.76,9.40,0.00
5.86,3.56,0.70,12.17,1.00
5.57,3.25,0.45,11.73,1.00
4.67,2.92,0.76,10.60,0.00
6.52,3.75,0.39,12.98,1.00
4.49,2.71,0.59,10.32,0.00
4.52,2.60,0.37,10.32,0.00
6.69,3.84,0.37,13.21,1.00
5.87,3.55,0.68,12.17,1.00
5.59,3.43,0.74,11.81,0.00
3.97,2.42,0.60,9.63,0.00
5.10,3.21,0.83,11.18,1.00
5.63,3.28,0.45,11.81,1.00
5.23,2.93,0.24,11.24,0.00
4.89,2.90,0.51,10.84,0.00
3.69,2.31,0.68,9.27,0.00
3.61,2.35,0.83,9.19,0.00
3.82,2.14,0.26,9.38,0.00
6.03,3.49,0.42,12.34,1.00
3.26,2.05,0.65,8.70,0.00
3.86,2.45,0.75,9.51,0.00
5.78,3.37,0.45,12.01,1.00
6.14,3.55,0.42,12.49,1.00
6.56,3.89,0.58,13.07,1.00
4.19,2.43,0.40,9.89,0.00
5.07,3.21,0.87,11.14,0.00
5.54,3.13,0.28,11.67,0.00
3.39,2.24,0.84,8.90,0.00
3.19,2.00,0.63,8.60,0.00
6.28,3.62,0.40,12.67,1.00
4.84,2.97,0.68,10.80,0.00
6.16,3.56,0.41,12.51,1.00
4.33,2.62,0.59,10.10,0.00
4.42,2.80,0.81,10.27,0.00
4.94,3.07,0.77,10.95,0.00
6.06,3.66,0.68,12.42,1.00
3.50,2.13,0.56,9.00,0.00
5.02,2.94,0.47,11.00,0.00
2.55,1.65,0.65,7.76,0.00
3.47,2.13,0.58,8.97,0.00
4.93,2.90,0.48,10.89,0.00
4.34,2.53,0.43,10.09,0.00
4.10,2.62,0.80,9.84,0.00
6.31,3.64,0.40,12.71,0.00
3.58,2.13,0.48,9.10,0.00
3.44,2.12,0.58,8.93,0.00
5.60,3.06,0.11,11.71,0.00
3.44,2.12,0.59,8.93,0.00
5.44,3.37,0.77,11.62,1.00
5.59,3.45,0.77,11.82,1.00
4.05,2.60,0.82,9.78,0.00
4.67,2.78,0.52,10.56,1.00
3.89,2.36,0.56,9.53,0.00
5.72,3.33,0.44,11.93,1.00
5.00,3.12,0.78,11.04,0.00
6.08,3.51,0.41,12.40,1.00
5.01,3.16,0.85,11.06,1.00
5.16,2.90,0.26,11.16,0.00
5.37,3.14,0.47,11.47,1.00
5.10,3.15,0.74,11.17,0.00
5.07,3.00,0.51,11.08,0.00
3.52,2.40,0.98,9.11,0.00
4.02,2.38,0.48,9.68,0.00
4.74,2.63,0.20,10.59,0.00
5.80,3.55,0.74,12.09,1.00
3.29,2.13,0.75,8.75,0.00
4.00,2.42,0.57,9.66,0.00
6.20,3.73,0.67,12.61,1.00
3.18,2.02,0.67,8.60,0.00
4.03,2.53,0.71,9.74,0.00
6.49,3.73,0.38,12.94,1.00
4.29,2.42,0.29,10.01,0.00
2.65,1.65,0.57,7.87,0.00
4.82,2.99,0.73,10.78,0.00
6.14,3.55,0.41,12.49,1.00
5.31,3.08,0.42,11.39,0.00
2.71,1.82,0.79,8.00,0.00
4.87,2.75,0.28,10.78,0.00
2.98,2.03,0.88,8.37,1.00
5.85,3.40,0.43,12.10,1.00
3.31,2.01,0.54,8.74,0.00
4.21,2.52,0.53,9.94,0.00
5.20,3.02,0.42,11.24,0.00
4.02,2.35,0.44,9.67,0.00
4.10,2.53,0.66,9.82,0.00
4.41,2.64,0.54,10.21,0.00
3.96,2.46,0.67,9.64,0.00
4.14,2.43,0.45,9.84,0.00
4.60,2.64,0.36,10.42,0.00
4.09,2.56,0.71,9.81,0.00
3.80,2.43,0.77,9.44,0.00
3.66,2.18,0.50,9.20,0.00
4.63,2.73,0.49,10.49,0.00
4.02,2.51,0.71,9.72,0.00
4.67,2.90,0.73,10.59,0.00
4.88,3.08,0.83,10.89,0.00
3.44,2.01,0.42,8.90,0.00
4.93,2.83,0.37,10.87,0.00
6.55,3.76,0.38,13.02,0.00
3.75,2.10,0.27,9.28,0.00
4.10,2.61,0.79,9.85,0.00
3.68,2.20,0.50,9.24,0.00
4.70,2.89,0.69,10.62,0.00
3.28,2.01,0.56,8.71,0.00
3.70,2.15,0.40,9.23,0.00
4.30,2.40,0.24,10.02,0.00
4.35,2.79,0.85,10.18,0.00
5.22,3.06,0.47,11.27,1.00
5.97,3.46,0.42,12.26,1.00
3.31,1.96,0.46,8.73,0.00
3.81,2.19,0.36,9.38,0.00
3.92,2.50,0.78,9.60,0.00
3.82,2.49,0.86,9.48,0.00
5.53,3.41,0.77,11.74,1.00
5.41,3.39,0.84,11.59,1.00
3.37,2.11,0.65,8.84,0.00
3.84,2.31,0.53,9.45,0.00
3.89,2.50,0.81,9.56,0.00
3.33,1.94,0.40,8.75,0.00
3.57,2.21,0.62,9.11,0.00
5.19,3.33,0.96,11.32,0.00
4.73,2.90,0.66,10.66,0.00
4.67,2.78,0.53,10.55,0.00
4.71,3.04,0.92,10.68,1.00
5.26,3.21,0.68,11.37,0.00
5.91,3.57,0.68,12.22,1.00
4.75,2.93,0.71,10.69,0.00
5.15,2.78,0.06,11.11,0.00
4.69,3.05,0.96,10.66,0.00
5.63,3.45,0.74,11.86,1.00
4.98,3.17,0.89,11.02,0.00
5.62,3.27,0.45,11.80,1.00
4.03,2.35,0.41,9.68,0.00
3.38,2.11,0.63,8.85,0.00
5.87,3.41,0.43,12.13,1.00
4.21,2.43,0.38,9.91,0.00
4.36,2.63,0.57,10.14,0.00
3.98,2.44,0.62,9.64,0.00
3.86,2.32,0.52,9.47,0.00
3.42,2.12,0.61,8.91,0.00
3.11,2.09,0.86,8.54,0.00
3.87,2.26,0.42,9.46,0.00
6.44,3.58,0.19,12.84,0.00
5.82,3.38,0.43,12.06,1.00
4.24,2.71,0.83,10.03,0.00
4.57,2.90,0.83,10.47,0.00
5.47,3.13,0.35,11.58,0.00
4.66,2.85,0.66,10.56,0.00
3.83,2.38,0.65,9.46,0.00
6.73,3.99,0.59,13.30,1.00
5.49,3.21,0.46,11.63,1.00
6.16,3.71,0.67,12.55,1.00
3.81,2.34,0.61,9.43,0.00
5.16,3.03,0.48,11.20,1.00
3.69,2.31,0.68,9.28,0.00
3.74,2.50,0.95,9.39,0.00
4.62,2.75,0.52,10.49,1.00
5.71,3.32,0.44,11.93,1.00
4.61,2.57,0.23,10.42,0.00
6.01,3.63,0.67,12.36,1.00
4.10,2.34,0.33,9.76,0.00
3.36,2.20,0.80,8.86,0.00
4.01,2.44,0.59,9.69,0.00
4.09,2.48,0.58,9.79,0.00
6.12,3.54,0.41,12.46,1.00
5.64,3.45,0.73,11.88,1.00
6.00,3.64,0.70,12.35,1.00
4.11,2.44,0.49,9.81,0.00
4.91,3.12,0.87,10.93,1.00
5.14,3.16,0.71,11.21,0.00
5.23,3.07,0.48,11.28,1.00
4.07,2.43,0.52,9.75,0.00
5.96,3.45,0.43,12.25,1.00
4.42,2.77,0.76,10.25,0.00
4.03,2.35,0.42,9.68,0.00
5.81,3.54,0.72,12.10,1.00
5.71,3.49,0.74,11.97,1.00
4.29,2.63,0.65,10.07,0.00
4.53,2.73,0.58,10.37,0.00
2.95,1.91,0.71,8.29,0.00
3.17,1.96,0.59,8.57,0.00
3.85,2.36,0.61,9.47,0.00
5.27,3.05,0.41,11.33,0.00
4.31,2.43,0.28,10.03,0.00
5.30,3.26,0.73,11.43,0.00
6.50,4.10,1.01,13.06,0.00
6.04,3.50,0.42,12.36,1.00
4.89,3.02,0.72,10.87,0.00
4.73,2.85,0.59,10.64,0.00
6.65,3.82,0.37,13.16,1.00
5.86,3.41,0.44,12.12,1.00
4.96,2.85,0.38,10.91,1.00
3.64,2.20,0.54,9.18,0.00
4.21,2.78,0.96,10.02,0.00
4.08,2.30,0.29,9.73,0.00
6.88,4.04,0.54,13.49,1.00
4.70,2.73,0.41,10.57,0.00
6.00,3.47,0.42,12.30,1.00
4.76,2.85,0.57,10.67,0.00
5.94,3.21,0.04,12.15,0.00
4.81,3.00,0.76,10.78,0.00
4.15,2.45,0.47,9.85,0.00
4.09,2.38,0.42,9.76,0.00
6.22,3.72,0.62,12.63,1.00
3.45,2.30,0.89,8.99,0.00
3.43,1.95,0.33,8.86,0.00
6.29,3.77,0.64,12.72,1.00
5.04,2.97,0.49,11.03,1.00
4.21,2.53,0.55,9.94,0.00
3.66,2.30,0.69,9.23,0.00
5.22,3.11,0.55,11.29,0.00
2.89,1.75,0.50,8.17,0.00
4.93,3.06,0.75,10.94,0.00
4.80,2.83,0.48,10.72,0.00
5.31,3.31,0.81,11.45,1.00
4.37,2.65,0.60,10.16,0.00
5.87,3.41,0.43,12.14,1.00
4.84,2.99,0.72,10.81,0.00
4.24,2.63,0.68,10.00,0.00
4.40,2.54,0.39,10.16,0.00
6.55,3.88,0.59,13.06,1.00
5.01,3.16,0.84,11.06,0.00
6.50,3.74,0.39,12.96,1.00
6.35,3.66,0.40,12.76,1.00
3.52,2.18,0.61,9.04,0.00
5.29,3.00,0.31,11.34,0.00
3.40,2.21,0.79,8.91,0.00
5.35,3.01,0.27,11.41,0.00
5.16,3.00,0.44,11.18,0.00
4.32,2.65,0.64,10.11,0.00
5.07,3.17,0.81,11.13,1.00
6.03,3.63,0.65,12.38,1.00
3.19,1.95,0.55,8.59,0.00
3.21,1.90,0.45,8.60,0.00
6.23,3.60,0.42,12.60,1.00
4.76,2.90,0.64,10.69,0.00
2.83,1.72,0.50,8.11,0.00
2.19,1.36,0.51,7.26,0.00
6.27,3.77,0.67,12.70,1.00
3.18,2.00,0.63,8.59,0.00
4.94,3.05,0.72,10.95,0.00
4.08,2.55,0.71,9.80,0.00
3.18,1.94,0.54,8.57,0.00
5.01,3.17,0.86,11.06,0.00
6.19,3.73,0.66,12.60,1.00
4.75,3.02,0.86,10.71,0.00
4.01,2.58,0.82,9.73,0.00
3.36,2.11,0.65,8.83,0.00
3.99,2.44,0.61,9.66,0.00
5.03,2.89,0.36,11.01,0.00
4.21,2.64,0.75,9.97,0.00
3.98,2.38,0.51,9.63,0.00
5.99,3.77,0.93,12.38,0.00
3.70,2.44,0.89,9.33,0.00
3.69,2.40,0.82,9.31,0.00
5.78,3.36,0.44,12.01,1.00
5.01,2.83,0.28,10.96,0.00
5.91,3.43,0.43,12.18,1.00
4.83,2.86,0.51,10.76,1.00
5.07,3.31,1.03,11.17,0.00
6.11,3.67,0.64,12.49,1.00
4.20,2.68,0.81,9.98,0.00
3.76,2.37,0.70,9.37,0.00
4.55,2.93,0.90,10.46,1.00
5.25,3.28,0.81,11.37,0.00
4.90,2.89,0.50,10.85,1.00
4.47,2.88,0.88,10.35,0.00
3.76,2.36,0.69,9.37,0.00
4.88,3.09,0.84,10.89,1.00
6.35,3.66,0.40,12.77,1.00
4.30,2.65,0.66,10.08,0.00
5.67,3.46,0.72,11.91,1.00
4.20,2.52,0.54,9.93,0.00
3.57,2.13,0.48,9.08,0.00
4.63,2.92,0.79,10.55,0.00
5.08,3.22,0.87,11.16,0.00
2.81,1.76,0.59,8.09,0.00
4.24,2.45,0.39,9.96,0.00
6.14,3.70,0.68,12.53,1.00
5.52,3.22,0.46,11.67,1.00
3.19,1.87,0.42,8.57,0.00
6.23,3.73,0.63,12.64,1.00
4.19,2.52,0.55,9.91,0.00
5.58,3.17,0.31,11.72,0.00
6.07,3.51,0.42,12.39,1.00
3.47,2.15,0.61,8.97,0.00
6.12,3.57,0.47,12.47,0.00
3.69,2.34,0.72,9.28,0.00
5.39,3.00,0.21,11.45,0.00
4.58,2.90,0.81,10.48,0.00
5.79,3.36,0.44,12.02,1.00
4.12,2.55,0.68,9.84,0.00
4.40,2.68,0.62,10.20,0.00
3.90,2.43,0.68,9.56,0.00
5.24,2.87,0.13,11.25,0.00
3.72,2.26,0.56,9.30,0.00
3.89,2.45,0.73,9.55,0.00
5.49,3.21,0.46,11.63,1.00
4.29,2.46,0.36,10.01,0.00
2.90,1.70,0.40,8.18,0.00
3.93,2.46,0.70,9.60,0.00
3.66,2.33,0.75,9.24,0.00
5.54,3.41,0.74,11.75,1.00
4.66,2.86,0.68,10.56,0.00
5.19,3.26,0.83,11.30,1.00
4.67,2.92,0.77,10.59,0.00
3.83,2.39,0.68,9.46,0.00
3.21,1.91,0.46,8.60,0.00
4.03,2.51,0.69,9.73,0.00
6.66,3.93,0.56,13.20,1.00
5.73,3.23,0.28,11.92,0.00
4.17,2.50,0.54,9.89,0.00
3.70,2.31,0.66,9.29,0.00
4.52,2.62,0.39,10.34,0.00
5.48,3.39,0.78,11.67,1.00
5.44,3.37,0.78,11.62,1.00
4.48,2.75,0.65,10.33,0.00
5.85,3.55,0.70,12.15,1.00
5.11,3.01,0.49,11.13,1.00
4.37,2.54,0.41,10.13,0.00
5.47,3.48,0.95,11.69,0.00
3.93,2.36,0.53,9.57,0.00
4.57,2.63,0.38,10.39,0.00
5.38,3.33,0.77,11.54,1.00
4.33,2.53,0.43,10.08,0.00
3.90,2.21,0.30,9.48,0.00
2.94,1.77,0.50,8.24,0.00
5.68,3.57,0.90,11.95,0.00
5.19,3.25,0.82,11.30,1.00
5.36,3.32,0.78,11.51,1.00
4.66,2.86,0.67,10.56,0.00
4.73,2.65,0.26,10.58,0.00
3.40,2.20,0.77,8.90,0.00
6.62,3.80,0.38,13.12,1.00
4.78,3.04,0.85,10.76,1.00
5.71,3.32,0.44,11.92,1.00
5.76,3.51,0.72,12.04,1.00
4.96,2.93,0.50,10.94,1.00
4.53,2.86,0.80,10.41,0.00
6.49,3.84,0.57,12.98,1.00
3.87,2.52,0.86,9.55,0.00
6.30,3.61,0.36,12.68,0.00
4.73,2.68,0.31,10.59,0.00
6.42,3.84,0.63,12.90,1.00
5.05,2.87,0.32,11.02,0.00
5.53,3.41,0.76,11.74,1.00
4.92,3.08,0.80,10.93,0.00
5.61,3.28,0.47,11.80,0.00
4.32,2.58,0.53,10.09,0.00
4.55,2.66,0.44,10.38,0.00
4.46,2.61,0.44,10.25,0.00
4.27,2.52,0.48,10.01,0.00
3.79,2.30,0.56,9.39,0.00
4.41,2.54,0.38,10.18,0.00
2.91,1.82,0.59,8.23,0.00
5.12,3.03,0.52,11.15,0.00
5.71,3.33,0.45,11.92,1.00
5.27,3.07,0.45,11.33,0.00
4.26,2.39,0.27,9.96,0.00
2.76,1.69,0.53,8.01,0.00
6.03,3.49,0.42,12.34,1.00
5.01,2.92,0.44,10.99,0.00
4.23,2.40,0.30,9.93,0.00
3.67,2.08,0.30,9.19,0.00
5.99,3.47,0.42,12.28,1.00
3.63,2.23,0.60,9.18,0.00
5.46,3.36,0.75,11.64,1.00
4.63,2.81,0.62,10.52,0.00
3.74,2.23,0.48,9.31,0.00
4.39,2.75,0.75,10.21,0.00
5.68,3.31,0.45,11.88,1.00
4.94,2.85,0.39,10.88,0.00
3.64,2.08,0.34,9.14,0.00
5.81,3.55,0.72,12.11,1.00
3.22,2.00,0.60,8.64,0.00
4.32,2.56,0.48,10.08,0.00
6.01,3.64,0.69,12.36,1.00
3.83,2.46,0.80,9.49,0.00
5.84,3.33,0.33,12.08,0.00
4.73,2.94,0.75,10.67,0.00
6.31,3.78,0.64,12.76,1.00
4.58,2.60,0.31,10.39,0.00
4.93,3.10,0.82,10.95,1.00
3.92,2.42,0.65,9.57,0.00
5.59,3.29,0.50,11.77,0.00
5.60,3.26,0.45,11.78,1.00
2.91,1.73,0.45,8.20,0.00
6.19,3.58,0.41,12.56,1.00
4.03,2.42,0.53,9.70,0.00
3.55,2.13,0.50,9.06,0.00
6.01,3.65,0.72,12.36,1.00
4.89,2.83,0.41,10.82,0.00
4.09,2.66,0.89,9.84,0.00
4.25,2.59,0.60,10.01,0.00
3.98,2.27,0.33,9.60,0.00
3.49,2.14,0.58,8.99,0.00
4.96,2.86,0.40,10.91,0.00
3.21,1.89,0.43,8.59,0.00
5.97,3.46,0.42,12.26,1.00
4.26,2.74,0.85,10.06,0.00
4.60,2.91,0.81,10.51,0.00
4.40,2.62,0.51,10.19,0.00
4.86,2.84,0.45,10.79,0.00
5.04,3.17,0.83,11.09,1.00
5.70,3.48,0.72,11.96,1.00
6.22,3.77,0.71,12.64,1.00
5.11,3.21,0.83,11.19,1.00
4.81,3.05,0.85,10.79,0.00
5.37,3.33,0.78,11.53,0.00
2.29,1.58,0.78,7.43,0.00
5.64,3.48,0.78,11.89,1.00
4.18,2.41,0.37,9.88,0.00
4.24,2.59,0.62,10.00,0.00
3.96,2.42,0.60,9.62,0.00
4.14,2.64,0.81,9.89,0.00
4.98,2.85,0.35,10.93,0.00
4.93,3.15,0.90,10.96,0.00
4.27,2.63,0.66,10.04,0.00
4.00,2.40,0.52,9.66,0.00
4.90,2.90,0.50,10.86,1.00
4.63,2.66,0.37,10.47,0.00
6.01,3.48,0.42,12.31,1.00
3.86,2.44,0.73,9.51,0.00
